"date","time","id","readsite"
2015-04-17,"04:39:33","*989001000315515","carmen"
2015-04-17,"19:33:14","*989001000315515","carmen"
2015-04-17,"19:34:23","*989001003024516","chivato"
2015-04-17,"20:35:40","*989001003024516","chivato"
2015-04-17,"20:43:24","*989001003024516","chivato"
2015-04-17,"21:16:47","*989001003024553","chivato"
2015-04-17,"21:17:55","*989001003024553","chivato"
2015-04-17,"21:23:26","*989001003024553","chivato"
2015-04-17,"21:24:33","*989001003024553","chivato"
2015-04-17,"21:26:11","*989001003024553","chivato"
2015-04-17,"21:29:20","*989001003024553","chivato"
2015-04-17,"21:29:43","*989001003024553","chivato"
2015-04-17,"21:36:17","*989001003024553","chivato"
2015-04-17,"21:36:21","*989001003024553","chivato"
2015-04-17,"21:50:05","*989001003024553","chivato"
2015-04-17,"22:02:42","*989001003024553","chivato"
2015-04-17,"23:09:04","*989001000315515","carmen"
2015-04-17,"23:59:39","*989001000315515","carmen"
2015-04-18,"00:56:19","*989001003024516","chivato"
2015-04-18,"00:58:35","*989001003024516","chivato"
2015-04-18,"01:19:29","*989001000315515","carmen"
2015-04-18,"02:20:38","*989001000315515","carmen"
2015-04-18,"02:58:31","*989001003024553","chivato"
2015-04-18,"03:01:14","*989001003024516","chivato"
2015-04-18,"03:12:46","*989001003024553","chivato"
2015-04-18,"03:15:27","*989001003024553","chivato"
2015-04-18,"03:17:58","*989001000315515","carmen"
2015-04-18,"03:48:08","*989001003024516","chivato"
2015-04-18,"04:37:25","*989001003024553","chivato"
2015-04-18,"04:38:38","*989001003024516","chivato"
2015-04-18,"04:42:11","*989001003024516","chivato"
2015-04-18,"19:26:46","*989001000315515","carmen"
2015-04-18,"19:42:15","*989001003024553","chivato"
2015-04-18,"20:47:33","*989001003024516","chivato"
2015-04-18,"20:52:09","*989001003024516","chivato"
2015-04-18,"21:22:59","*989001000315515","carmen"
2015-04-18,"21:46:08","*989001000315515","carmen"
2015-04-19,"00:31:36","*989001000315515","carmen"
2015-04-19,"04:08:38","*989001003024529","chivato"
2015-04-19,"04:22:29","*989001003024516","chivato"
2015-04-19,"04:37:40","*989001003024553","chivato"
2015-04-19,"15:19:58","*989001003024516","chivato"
2015-04-19,"19:27:48","*989001003024516","chivato"
2015-04-19,"19:29:47","*989001003024516","chivato"
2015-04-19,"19:29:58","*989001003024553","chivato"
2015-04-19,"19:30:11","*989001003024553","chivato"
2015-04-19,"19:38:02","*989001000315515","carmen"
2015-04-19,"21:26:11","*989001003024516","chivato"
2015-04-19,"21:31:00","*989001003024516","chivato"
2015-04-19,"22:19:15","*989001003024529","chivato"
2015-04-19,"23:04:57","*989001003024529","chivato"
2015-04-19,"23:12:09","*989001003024529","chivato"
2015-04-19,"23:19:20","*989001003024516","chivato"
2015-04-19,"23:23:43","*989001003024516","chivato"
2015-04-19,"23:26:45","*989001003024516","chivato"
2015-04-20,"00:01:30","*989001003024516","chivato"
2015-04-20,"02:16:28","*989001000315515","carmen"
2015-04-20,"04:00:53","*989001003024516","chivato"
2015-04-20,"04:16:54","*989001003024553","chivato"
2015-04-20,"19:11:24","*989001000315515","carmen"
2015-04-20,"19:19:07","*989001003024516","chivato"
2015-04-20,"19:26:45","*989001003024553","chivato"
2015-04-20,"20:16:52","*989001003024516","chivato"
2015-04-20,"20:23:02","*989001003024516","chivato"
2015-04-20,"21:22:26","*989001003024516","chivato"
2015-04-20,"21:23:20","*989001003024516","chivato"
2015-04-20,"21:40:39","*989001000315515","carmen"
2015-04-20,"21:49:17","*989001003024516","chivato"
2015-04-20,"21:55:57","*989001000315515","carmen"
2015-04-20,"22:00:16","*989001003024516","chivato"
2015-04-21,"00:15:06","*989001000315515","carmen"
2015-04-21,"04:16:00","*989001003024553","chivato"
2015-04-21,"04:25:47","*989001003024553","chivato"
2015-04-21,"04:56:06","*989001003024516","chivato"
2015-04-21,"19:29:46","*989001003024553","chivato"
2015-04-21,"19:32:44","*989001003024553","chivato"
2015-04-21,"19:41:44","*989001000315515","carmen"
2015-04-21,"19:53:55","*989001003024516","chivato"
2015-04-21,"20:42:41","*989001000315515","carmen"
2015-04-21,"20:47:59","*989001003024529","chivato"
2015-04-21,"20:55:18","*989001003024529","chivato"
2015-04-21,"21:02:27","*989001000315515","carmen"
2015-04-21,"21:59:46","*989001003024516","chivato"
2015-04-21,"22:52:39","*989001003024516","chivato"
2015-04-22,"01:32:38","*989001000315515","carmen"
2015-04-22,"04:07:42","*989001003024529","chivato"
2015-04-22,"04:11:10","*989001003024553","chivato"
2015-04-22,"04:25:14","*989001003024553","chivato"
2015-04-22,"04:52:17","*989001003024516","chivato"
2015-04-22,"13:23:51","*989001003024516","chivato"
2015-04-22,"19:33:18","*989001000315515","carmen"
2015-04-22,"19:39:39","*989001003024516","chivato"
2015-04-22,"20:53:54","*989001003024516","chivato"
2015-04-22,"20:53:55","*989001003024516","chivato"
2015-04-22,"21:20:34","*989001003024516","chivato"
2015-04-22,"21:20:40","*989001003024516","chivato"
2015-04-23,"01:56:17","*989001000315515","carmen"
2015-04-23,"19:28:03","*989001000315515","carmen"
2015-04-23,"23:35:29","*989001003024516","chivato"
2015-04-23,"23:46:52","*989001003024516","chivato"
2015-04-24,"00:33:06","*989001003024529","chivato"
2015-04-24,"03:12:26","*989001000315515","carmen"
2015-04-24,"04:13:31","*989001003024553","chivato"
2015-04-24,"04:22:30","*989001003024553","chivato"
2015-04-24,"04:24:09","*989001003024553","chivato"
2015-04-24,"04:26:16","*989001003024516","chivato"
2015-04-24,"04:29:22","*989001003024553","chivato"
2015-04-24,"04:53:59","*989001003024516","chivato"
2015-04-24,"19:13:48","*989001000315515","carmen"
2015-04-24,"19:29:20","*989001003024553","chivato"
2015-04-24,"20:34:31","*989001003024516","chivato"
2015-04-25,"00:48:13","*989001000315515","carmen"
2015-04-25,"03:13:56","*989001000315515","carmen"
2015-04-25,"03:50:32","*989001000315515","carmen"
2015-04-25,"04:45:47","*989001003024516","chivato"
2015-04-25,"19:49:36","*989001003024516","chivato"
2015-04-25,"19:52:58","*989001000315515","carmen"
2015-04-25,"20:47:07","*989001000315515","carmen"
2015-04-25,"22:04:39","*989001000315515","carmen"
2015-04-26,"03:16:07","*989001000315515","carmen"
2015-04-26,"04:20:27","*989001003024553","chivato"
2015-04-26,"04:56:10","*989001003024516","chivato"
2015-04-26,"19:37:51","*989001000315515","carmen"
2015-04-26,"20:13:41","*989001003024516","chivato"
2015-04-26,"20:29:40","*989001003024516","chivato"
2015-04-26,"20:41:39","*989001003024553","chivato"
2015-04-26,"22:23:27","*989001003024529","chivato"
2015-04-26,"22:35:30","*989001003024529","chivato"
2015-04-26,"22:53:58","*989001003024529","chivato"
2015-04-26,"22:54:57","*989001003024529","chivato"
2015-04-27,"03:42:31","*989001000315515","carmen"
2015-04-27,"04:32:00","*989001003024553","chivato"
2015-04-27,"04:42:02","*989001003024596","chivato"
2015-04-27,"05:08:32","*989001003024516","chivato"
2015-04-27,"19:20:58","*989001000315515","carmen"
2015-04-27,"19:29:50","*989001003024516","chivato"
2015-04-27,"19:30:27","*989001003024516","chivato"
2015-04-27,"19:32:44","*989001003024516","chivato"
2015-04-27,"19:33:05","*989001003024516","chivato"
2015-04-27,"19:44:20","*989001003024553","chivato"
2015-04-27,"19:47:54","*989001003024596","chivato"
2015-04-27,"20:16:25","*989001003024596","chivato"
2015-04-27,"20:19:38","*989001003024596","chivato"
2015-04-27,"20:22:36","*989001003024596","chivato"
2015-04-27,"20:23:47","*989001003024596","chivato"
2015-04-27,"20:31:01","*989001003024596","chivato"
2015-04-27,"23:40:22","*989001000315515","carmen"
2015-04-28,"00:28:19","*989001000315515","carmen"
2015-04-28,"02:44:19","*989001000315515","carmen"
2015-04-28,"04:50:16","*989001003024596","chivato"
2015-04-28,"04:50:34","*989001003024553","chivato"
2015-04-28,"05:01:59","*989001003024596","chivato"
2015-04-28,"19:23:53","*989001000315515","carmen"
2015-04-28,"19:31:15","*989001003024596","chivato"
2015-04-28,"19:31:15","*989001003024596","chivato"
2015-04-28,"19:52:00","*989001003024553","chivato"
2015-04-29,"01:11:45","*989001000315515","carmen"
2015-04-29,"01:53:28","*989001000315515","carmen"
2015-04-29,"02:19:01","*989001003024516","chivato"
2015-04-29,"02:21:10","*989001003024516","chivato"
2015-04-29,"02:42:38","*989001000315515","carmen"
2015-04-29,"04:26:25","*989001003024596","chivato"
2015-04-29,"04:39:05","*989001003024553","chivato"
2015-04-29,"04:52:38","*989001003024516","chivato"
2015-04-29,"19:25:02","*989001000315515","carmen"
2015-04-29,"19:37:07","*989001003024516","chivato"
2015-04-29,"19:38:12","*989001003024516","chivato"
2015-04-29,"19:39:23","*989001003024516","chivato"
2015-04-29,"19:41:31","*989001003024596","chivato"
2015-04-29,"19:45:09","*989001003024596","chivato"
2015-04-29,"19:45:41","*989001003024596","chivato"
2015-04-29,"19:45:51","*989001003024596","chivato"
2015-04-29,"19:46:07","*989001003024596","chivato"
2015-04-29,"19:49:14","*989001003024553","chivato"
2015-04-29,"19:51:56","*989001003024553","chivato"
2015-04-29,"19:55:25","*989001003024553","chivato"
2015-04-29,"19:56:07","*989001003024553","chivato"
2015-04-29,"20:02:31","*989001003024553","chivato"
2015-04-29,"20:02:36","*989001003024553","chivato"
2015-04-29,"20:04:14","*989001003024553","chivato"
2015-04-29,"20:08:08","*989001003024553","chivato"
2015-04-29,"20:08:16","*989001003024553","chivato"
2015-04-29,"20:09:39","*989001003024553","chivato"
2015-04-29,"20:28:24","*989001003024516","chivato"
2015-04-30,"00:52:57","*989001000315515","carmen"
2015-04-30,"02:46:02","*989001000315515","carmen"
2015-04-30,"02:47:19","*989001000315515","carmen"
2015-04-30,"03:23:53","*989001000315515","carmen"
2015-04-30,"04:27:32","*989001003024596","chivato"
2015-04-30,"04:52:02","*989001003024553","chivato"
2015-04-30,"04:52:15","*989001003024516","chivato"
2015-04-30,"19:16:40","*989001003024516","chivato"
2015-04-30,"19:33:25","*989001000315515","carmen"
2015-04-30,"19:33:49","*989001003024516","chivato"
2015-04-30,"19:35:56","*989001003024596","chivato"
2015-04-30,"19:36:06","*989001003024596","chivato"
2015-04-30,"19:36:31","*989001003024596","chivato"
2015-04-30,"20:03:53","*989001003024553","chivato"
2015-04-30,"20:05:20","*989001003024553","chivato"
2015-04-30,"22:31:17","*989001000315515","carmen"
2015-04-30,"23:28:09","*989001000315515","carmen"
2015-05-01,"00:35:44","*989001000315515","carmen"
2015-05-01,"03:29:57","*989001000315515","carmen"
2015-05-01,"04:36:25","*989001000315515","carmen"
2015-05-01,"04:38:58","*989001003024596","chivato"
2015-05-01,"04:45:01","*989001003024553","chivato"
2015-05-01,"05:03:35","*989001003024516","chivato"
2015-05-01,"19:22:33","*989001003024596","chivato"
2015-05-01,"19:24:07","*989001003024596","chivato"
2015-05-01,"19:33:29","*989001000315515","carmen"
2015-05-01,"20:00:37","*989001003024516","chivato"
2015-05-01,"20:02:03","*989001003024516","chivato"
2015-05-01,"20:19:32","*989001003024553","chivato"
2015-05-01,"20:26:44","*989001003024553","chivato"
2015-05-01,"20:39:06","*989001003024553","chivato"
2015-05-01,"22:04:30","*989001000315515","carmen"
2015-05-01,"23:21:16","*989001000315515","carmen"
2015-05-02,"00:40:03","*989001000315515","carmen"
2015-05-02,"01:52:16","*989001003024529","chivato"
2015-05-02,"01:55:20","*989001000315515","carmen"
2015-05-02,"02:02:51","*989001003024529","chivato"
2015-05-02,"02:04:29","*989001003024529","chivato"
2015-05-02,"02:44:44","*989001000315515","carmen"
2015-05-02,"03:51:12","*989001003024596","chivato"
2015-05-02,"04:02:29","*989001003024596","chivato"
2015-05-02,"04:03:12","*989001003024596","chivato"
2015-05-02,"04:03:38","*989001003024596","chivato"
2015-05-02,"04:15:28","*989001003024596","chivato"
2015-05-02,"04:23:52","*989001003024553","chivato"
2015-05-02,"04:46:46","*989001003024516","chivato"
2015-05-02,"19:27:40","*989001003024516","chivato"
2015-05-02,"19:30:07","*989001003024516","chivato"
2015-05-02,"19:30:42","*989001003024516","chivato"
2015-05-02,"19:30:57","*989001003024516","chivato"
2015-05-02,"19:33:01","*989001003024553","chivato"
2015-05-02,"19:35:08","*989001000315515","carmen"
2015-05-02,"19:43:58","*989001003024596","chivato"
2015-05-02,"19:45:27","*989001003024596","chivato"
2015-05-02,"19:45:45","*989001003024596","chivato"
2015-05-02,"19:46:07","*989001003024596","chivato"
2015-05-02,"19:47:26","*989001003024596","chivato"
2015-05-02,"21:27:24","*989001000315515","carmen"
2015-05-02,"21:53:34","*989001000315515","carmen"
2015-05-02,"23:06:09","*989001000315515","carmen"
2015-05-02,"23:58:11","*989001000315515","carmen"
2015-05-03,"01:45:47","*989001000315515","carmen"
2015-05-03,"03:27:45","*989001003024596","chivato"
2015-05-03,"03:33:04","*989001000315515","carmen"
2015-05-03,"04:05:47","*989001000315515","carmen"
2015-05-03,"04:28:48","*989001003024553","chivato"
2015-05-03,"19:23:23","*989001003024596","chivato"
2015-05-03,"19:29:21","*989001003024553","chivato"
2015-05-03,"19:32:36","*989001000315515","carmen"
2015-05-03,"19:53:26","*989001003024596","chivato"
2015-05-03,"21:53:05","*989001000315515","carmen"
2015-05-03,"22:17:07","*989001000315515","carmen"
2015-05-04,"03:02:11","*989001000315515","carmen"
2015-05-04,"19:27:48","*989001000315515","carmen"
2015-05-05,"03:24:23","*989001000315515","carmen"
2015-05-05,"19:29:03","*989001000315515","carmen"
2015-05-05,"19:48:41","*989001003024516","chivato"
2015-05-05,"22:32:57","*989001003024516","chivato"
2015-05-05,"23:22:07","*989001003024516","chivato"
2015-05-05,"23:30:02","*989001003024516","chivato"
2015-05-05,"23:31:00","*989001003024516","chivato"
2015-05-05,"23:31:11","*989001003024516","chivato"
2015-05-05,"23:31:46","*989001003024516","chivato"
2015-05-05,"23:31:50","*989001003024516","chivato"
2015-05-05,"23:32:01","*989001003024516","chivato"
2015-05-05,"23:32:09","*989001003024516","chivato"
2015-05-05,"23:32:13","*989001003024516","chivato"
2015-05-05,"23:32:43","*989001003024516","chivato"
2015-05-05,"23:52:07","*989001003024516","chivato"
2015-05-05,"23:55:08","*989001003024516","chivato"
2015-05-06,"01:31:54","*989001000315515","carmen"
2015-05-06,"01:43:18","*989001000315515","carmen"
2015-05-06,"03:36:21","*989001000315515","carmen"
2015-05-06,"19:29:29","*989001000315515","carmen"
2015-05-07,"04:12:54","*989001000315515","carmen"
2015-05-07,"19:30:16","*989001000315515","carmen"
2015-05-07,"19:45:11","*989001003024553","chivato"
2015-05-07,"19:47:54","*989001003024553","chivato"
2015-05-08,"04:37:42","*989001000315515","carmen"
2015-05-08,"19:29:36","*989001000315515","carmen"
2015-05-09,"02:57:49","*989001000315515","carmen"
2015-05-09,"03:04:16","*989001000315515","carmen"
2015-05-09,"03:17:12","*989001000315515","carmen"
2015-05-09,"19:35:39","*989001000315515","carmen"
2015-05-09,"21:45:02","*989001003024529","chivato"
2015-05-09,"21:48:20","*989001003024529","chivato"
2015-05-10,"05:04:57","*989001000315515","carmen"
2015-05-10,"19:32:23","*989001000315515","carmen"
2015-05-11,"04:43:32","*989001000315515","carmen"
2015-05-11,"19:30:20","*989001000315515","carmen"
2015-05-12,"03:20:39","*989001000315515","carmen"
2015-05-12,"19:37:44","*989001000315515","carmen"
2015-05-12,"20:56:02","*989001003024529","chivato"
2015-05-13,"03:29:06","*989001000315515","carmen"
2015-05-13,"03:41:14","*989001000315515","carmen"
2015-05-13,"03:56:49","*989001000315515","carmen"
2015-05-13,"19:41:10","*989001000315515","carmen"
2015-05-13,"22:17:04","*989001000315515","carmen"
2015-05-13,"22:20:40","*989001000315515","carmen"
2015-05-13,"22:21:17","*989001000315515","carmen"
2015-05-13,"22:21:50","*989001000315515","carmen"
2015-05-13,"22:24:30","*989001000315515","carmen"
2015-05-13,"22:25:13","*989001000315515","carmen"
2015-05-13,"22:27:18","*989001000315515","carmen"
2015-05-13,"22:28:14","*989001000315515","carmen"
2015-05-14,"03:31:05","*989001000315515","carmen"
2015-05-14,"19:42:54","*989001000315515","carmen"
2015-05-15,"04:48:04","*989001003024596","chivato"
2015-05-15,"04:56:33","*989001000315515","carmen"
2015-05-15,"19:34:27","*989001000315515","carmen"
2015-05-15,"19:45:19","*989001003024596","chivato"
2015-05-16,"04:21:18","*989001000315515","carmen"
2015-05-16,"19:39:46","*989001000315515","carmen"
2015-05-16,"20:20:10","*989001003024529","chivato"
2015-05-16,"20:24:30","*989001003024529","chivato"
2015-05-17,"04:22:40","*989001000315515","carmen"
2015-05-17,"04:31:22","*989001003024529","chivato"
2015-05-17,"04:32:14","*989001003024529","chivato"
2015-05-17,"04:37:41","*989001003024529","chivato"
2015-05-17,"19:41:35","*989001000315515","carmen"
2015-05-18,"04:18:38","*989001000315515","carmen"
2015-05-18,"19:39:18","*989001000315515","carmen"
2015-05-19,"04:20:06","*989001000315515","carmen"
2015-05-19,"19:47:10","*989001000315515","carmen"
2015-05-19,"22:41:55","*989001003024662","carmen"
2015-05-19,"22:44:55","*989001003024662","carmen"
2015-05-19,"22:45:41","*989001003024662","carmen"
2015-05-19,"22:54:27","*989001003024525","chivato"
2015-05-19,"22:56:26","*989001003024525","chivato"
2015-05-19,"23:06:23","*989001000315515","carmen"
2015-05-19,"23:09:24","*989001003024525","chivato"
2015-05-19,"23:12:03","*989001000315515","carmen"
2015-05-19,"23:12:17","*989001003024525","chivato"
2015-05-19,"23:12:33","*989001003024525","chivato"
2015-05-19,"23:12:33","*989001003024525","chivato"
2015-05-19,"23:12:38","*989001000315515","carmen"
2015-05-19,"23:12:57","*989001003024525","chivato"
2015-05-19,"23:21:58","*989001003024529","chivato"
2015-05-19,"23:24:57","*989001003024529","chivato"
2015-05-19,"23:24:58","*989001003024529","chivato"
2015-05-19,"23:25:03","*989001003024529","chivato"
2015-05-19,"23:25:10","*989001003024529","chivato"
2015-05-20,"00:26:48","*989001003024662","carmen"
2015-05-20,"00:37:45","*989001003024616","carmen"
2015-05-20,"00:45:01","*989001003024662","carmen"
2015-05-20,"00:49:30","*989001003024616","carmen"
2015-05-20,"00:49:59","*989001003024616","carmen"
2015-05-20,"01:18:43","*989001003024707","carmen"
2015-05-20,"01:26:01","*989001003024707","carmen"
2015-05-20,"02:48:48","*989001003024662","carmen"
2015-05-20,"02:52:48","*989001003024662","carmen"
2015-05-20,"04:10:12","*989001000315515","carmen"
2015-05-20,"04:17:14","*989001003024707","carmen"
2015-05-20,"04:20:22","*989001003024616","carmen"
2015-05-20,"04:27:21","*989001003024707","carmen"
2015-05-20,"04:28:39","*989001003024707","carmen"
2015-05-20,"04:29:21","*989001003024707","carmen"
2015-05-20,"04:30:46","*989001003024707","carmen"
2015-05-20,"04:37:27","*989001003024596","chivato"
2015-05-20,"04:48:05","*989001003024662","carmen"
2015-05-20,"04:48:50","*989001003024707","carmen"
2015-05-20,"19:45:53","*989001003024596","chivato"
2015-05-20,"19:46:02","*989001003024596","chivato"
2015-05-20,"19:46:22","*989001003024596","chivato"
2015-05-20,"19:52:26","*989001003024662","carmen"
2015-05-20,"19:52:49","*989001000315515","carmen"
2015-05-20,"19:53:34","*989001003024616","carmen"
2015-05-20,"20:01:09","*989001003024707","carmen"
2015-05-20,"20:01:56","*989001003024707","carmen"
2015-05-20,"20:27:34","*989001003024662","carmen"
2015-05-20,"20:32:55","*989001003024662","carmen"
2015-05-20,"22:16:54","*989001003024707","carmen"
2015-05-20,"22:23:45","*989001003024707","carmen"
2015-05-21,"00:54:39","*989001003024616","carmen"
2015-05-21,"00:55:53","*989001003024616","carmen"
2015-05-21,"00:57:08","*989001003024707","carmen"
2015-05-21,"00:57:54","*989001003024707","carmen"
2015-05-21,"00:58:26","*989001003024707","carmen"
2015-05-21,"00:59:06","*989001003024707","carmen"
2015-05-21,"02:27:14","*989001003024707","carmen"
2015-05-21,"02:28:12","*989001003024707","carmen"
2015-05-21,"02:28:43","*989001003024707","carmen"
2015-05-21,"02:29:20","*989001003024707","carmen"
2015-05-21,"03:34:17","*989001003024707","carmen"
2015-05-21,"03:38:12","*989001003024662","carmen"
2015-05-21,"03:38:36","*989001003024707","carmen"
2015-05-21,"03:42:21","*989001003024662","carmen"
2015-05-21,"04:10:15","*989001000315515","carmen"
2015-05-21,"04:21:28","*989001000315515","carmen"
2015-05-21,"04:26:47","*989001003024662","carmen"
2015-05-21,"04:28:15","*989001003024616","carmen"
2015-05-21,"04:30:04","*989001003024529","chivato"
2015-05-21,"04:33:25","*989001003024529","chivato"
2015-05-21,"04:37:31","*989001003024707","carmen"
2015-05-21,"04:48:21","*989001000315515","carmen"
2015-05-21,"19:46:22","*989001003024662","carmen"
2015-05-21,"19:46:52","*989001003024662","carmen"
2015-05-21,"19:49:09","*989001000315515","carmen"
2015-05-21,"19:51:37","*989001003024616","carmen"
2015-05-21,"19:52:32","*989001003024616","carmen"
2015-05-21,"19:53:12","*989001003024616","carmen"
2015-05-21,"19:53:33","*989001003024616","carmen"
2015-05-21,"20:01:42","*989001003024707","carmen"
2015-05-21,"20:02:15","*989001003024707","carmen"
2015-05-21,"20:52:16","*989001003024662","carmen"
2015-05-21,"20:56:19","*989001003024662","carmen"
2015-05-21,"21:26:41","*989001003024662","carmen"
2015-05-21,"21:33:54","*989001003024662","carmen"
2015-05-21,"21:57:22","*989001003024707","carmen"
2015-05-21,"22:03:25","*989001003024707","carmen"
2015-05-21,"22:11:56","*989001003024616","carmen"
2015-05-21,"22:16:33","*989001003024616","carmen"
2015-05-21,"22:48:38","*989001003024707","carmen"
2015-05-21,"22:49:08","*989001003024707","carmen"
2015-05-21,"22:49:46","*989001003024707","carmen"
2015-05-21,"23:09:42","*989001000315515","carmen"
2015-05-21,"23:12:07","*989001000315515","carmen"
2015-05-21,"23:15:11","*989001000315515","carmen"
2015-05-21,"23:16:20","*989001000315515","carmen"
2015-05-21,"23:29:47","*989001000315515","carmen"
2015-05-21,"23:31:11","*989001000315515","carmen"
2015-05-21,"23:48:55","*989001003024707","carmen"
2015-05-21,"23:49:34","*989001003024707","carmen"
2015-05-21,"23:50:15","*989001003024707","carmen"
2015-05-22,"00:33:32","*989001003024707","carmen"
2015-05-22,"01:18:20","*989001003024707","carmen"
2015-05-22,"01:19:01","*989001003024707","carmen"
2015-05-22,"01:20:17","*989001003024707","carmen"
2015-05-22,"01:39:23","*989001003024616","carmen"
2015-05-22,"01:40:39","*989001003024616","carmen"
2015-05-22,"01:48:08","*989001003024707","carmen"
2015-05-22,"01:51:46","*989001003024707","carmen"
2015-05-22,"03:45:25","*989001003024616","carmen"
2015-05-22,"03:57:08","*989001000315515","carmen"
2015-05-22,"04:02:24","*989001003024707","carmen"
2015-05-22,"04:02:37","*989001003024662","carmen"
2015-05-22,"19:42:32","*989001003024662","carmen"
2015-05-22,"19:43:08","*989001003024662","carmen"
2015-05-22,"19:43:45","*989001003024662","carmen"
2015-05-22,"19:49:51","*989001003024616","carmen"
2015-05-22,"19:50:56","*989001003024616","carmen"
