readsite,tagsite,distance_km
chiricahua_1_F,peloncillo_1_F,47.1109379
chiricahua_2_F,peloncillo_1_F,27.31194535
huachuca_5_F,peloncillo_1_F,129.9491701
silver_city_4_F,peloncillo_1_F,113.8574957
cdmx_1_F,peloncillo_1_F,1375.233086
cdmx_3_F,peloncillo_1_F,1392.752576
cdmx_2_F,peloncillo_1_F,1391.579955
azedon,peloncillo_1_F,850.5003854
carmen,peloncillo_1_F,667.1745861
chivato,peloncillo_1_F,858.2570505
gitana,peloncillo_1_F,857.5512657
la_capilla,peloncillo_1_F,901.0212874
las_cuevas,peloncillo_1_F,911.0487719
pinacate,peloncillo_1_F,426.8356005
juxtlahuaca,peloncillo_1_F,1867.147281
navachiste,peloncillo_1_F,691.1446098
atoyac,peloncillo_1_F,1410.874518
mariana,peloncillo_1_F,294.563358
organ_pipe_1_h2o,peloncillo_1_F,356.0002908
organ_pipe_2_h2o,peloncillo_1_F,371.5759818
organ_pipe_satellite,peloncillo_1_F,367.2442924
organ_pipe_3_h2o,peloncillo_1_F,354.6113757
don_panchito,peloncillo_1_F,1406.043993
tucson_1_F,silver_city_1_F,244.2885813
tucson_2_F,silver_city_1_F,242.2057235
tucson_3_F,silver_city_1_F,237.9872213
tucson_4_F,silver_city_1_F,247.1553211
huachuca_1_F,silver_city_1_F,240.6956427
tucson_5_F,silver_city_1_F,268.9705083
tucson_6_F,silver_city_1_F,279.9879228
coronado,silver_city_1_F,248.5977573
huachuca_2_F,silver_city_1_F,241.2785973
huachuca_3_F,silver_city_1_F,243.2219505
huachuca_4_F,silver_city_1_F,249.9424559
organ_pipe,silver_city_1_F,427.3419716
rincon,silver_city_1_F,239.0636757
big_hatchet,silver_city_1_F,132.3815485
silver_city_2_F,silver_city_1_F,6.560224471
peloncillo_1_F,silver_city_1_F,137.6332657
silver_city_1_F,silver_city_1_F,0
silver_city_3_F,silver_city_1_F,2.444114671
fort_huachuca,silver_city_1_F,247.5136204
chiricahua_1_F,silver_city_1_F,135.6538122
chiricahua_2_F,silver_city_1_F,135.3991497
huachuca_5_F,silver_city_1_F,244.2464044
silver_city_4_F,silver_city_1_F,25.28086608
cdmx_1_F,silver_city_1_F,1506.125952
cdmx_3_F,silver_city_1_F,1523.907486
cdmx_2_F,silver_city_1_F,1522.517084
azedon,silver_city_1_F,980.1717902
carmen,silver_city_1_F,803.3696716
chivato,silver_city_1_F,988.189803
gitana,silver_city_1_F,987.468292
la_capilla,silver_city_1_F,1028.472268
las_cuevas,silver_city_1_F,1038.56552
pinacate,silver_city_1_F,506.6109834
juxtlahuaca,silver_city_1_F,1934.437108
navachiste,silver_city_1_F,815.820425
atoyac,silver_city_1_F,1498.939195
mariana,silver_city_1_F,431.1220183
organ_pipe_1_h2o,silver_city_1_F,426.9939782
organ_pipe_2_h2o,silver_city_1_F,442.1217937
organ_pipe_satellite,silver_city_1_F,440.6652926
organ_pipe_3_h2o,silver_city_1_F,424.4489137
don_panchito,silver_city_1_F,1506.171932
tucson_1_F,silver_city_3_F,243.9587077
tucson_2_F,silver_city_3_F,241.7254286
tucson_3_F,silver_city_3_F,237.6334292
tucson_4_F,silver_city_3_F,246.8216228
huachuca_1_F,silver_city_3_F,239.3215479
tucson_5_F,silver_city_3_F,268.6449624
tucson_6_F,silver_city_3_F,279.78457
coronado,silver_city_3_F,247.1902411
huachuca_2_F,silver_city_3_F,239.9389474
huachuca_3_F,silver_city_3_F,241.8120487
huachuca_4_F,silver_city_3_F,248.8259523
organ_pipe,silver_city_3_F,427.1556776
rincon,silver_city_3_F,238.5593667
big_hatchet,silver_city_3_F,129.9796218
silver_city_2_F,silver_city_3_F,7.437131194
peloncillo_1_F,silver_city_3_F,135.6052968
silver_city_1_F,silver_city_3_F,2.444114671
silver_city_3_F,silver_city_3_F,0
fort_huachuca,silver_city_3_F,246.3408076
chiricahua_1_F,silver_city_3_F,134.2137154
chiricahua_2_F,silver_city_3_F,133.6847637
huachuca_5_F,silver_city_3_F,242.9248564
silver_city_4_F,silver_city_3_F,22.93679619
cdmx_1_F,silver_city_3_F,1503.78205
cdmx_3_F,silver_city_3_F,1521.567625
cdmx_2_F,silver_city_3_F,1520.173761
azedon,silver_city_3_F,977.8161662
carmen,silver_city_3_F,801.1753266
chivato,silver_city_3_F,985.8375493
gitana,silver_city_3_F,985.1158361
la_capilla,silver_city_3_F,1026.090455
las_cuevas,silver_city_3_F,1036.184214
pinacate,silver_city_3_F,506.2597933
juxtlahuaca,silver_city_3_F,1932.228573
navachiste,silver_city_3_F,813.4189677
atoyac,silver_city_3_F,1496.573694
mariana,silver_city_3_F,429.2405353
organ_pipe_1_h2o,silver_city_3_F,426.7581795
organ_pipe_2_h2o,silver_city_3_F,441.907047
organ_pipe_satellite,silver_city_3_F,440.3942473
organ_pipe_3_h2o,silver_city_3_F,424.2329163
don_panchito,silver_city_3_F,1503.75096
tucson_1_F,fort_huachuca,89.1669398
tucson_2_F,fort_huachuca,73.85405783
tucson_3_F,fort_huachuca,86.09179129
tucson_4_F,fort_huachuca,89.2605111
huachuca_1_F,fort_huachuca,24.49066716
tucson_5_F,fort_huachuca,96.48421334
tucson_6_F,fort_huachuca,113.732151
coronado,fort_huachuca,28.00000617
huachuca_2_F,fort_huachuca,20.40045812
huachuca_3_F,fort_huachuca,28.31561381
huachuca_4_F,fort_huachuca,6.919977388
organ_pipe,fort_huachuca,226.2766233
rincon,fort_huachuca,71.26086403
big_hatchet,fort_huachuca,192.6408014
silver_city_2_F,fort_huachuca,253.7747528
peloncillo_1_F,fort_huachuca,140.4735986
silver_city_1_F,fort_huachuca,247.5136204
silver_city_3_F,fort_huachuca,246.3408076
fort_huachuca,fort_huachuca,0
chiricahua_1_F,fort_huachuca,114.4621064
chiricahua_2_F,fort_huachuca,123.1320773
huachuca_5_F,fort_huachuca,17.67229274
silver_city_4_F,fort_huachuca,230.476159
cdmx_1_F,fort_huachuca,1341.071627
cdmx_3_F,fort_huachuca,1357.581915
cdmx_2_F,fort_huachuca,1357.161604
azedon,fort_huachuca,826.1047541
carmen,fort_huachuca,617.0354864
chivato,fort_huachuca,832.867435
gitana,fort_huachuca,832.2259199
la_capilla,fort_huachuca,882.5477433
las_cuevas,fort_huachuca,892.2217326
pinacate,fort_huachuca,288.1624163
juxtlahuaca,fort_huachuca,1934.344221
navachiste,fort_huachuca,684.8696467
atoyac,fort_huachuca,1457.028125
mariana,fort_huachuca,220.3879447
organ_pipe_1_h2o,fort_huachuca,222.0983029
organ_pipe_2_h2o,fort_huachuca,237.3909726
organ_pipe_satellite,fort_huachuca,231.844957
organ_pipe_3_h2o,fort_huachuca,221.352683
don_panchito,fort_huachuca,1435.667648
tucson_1_F,chiricahua_1_F,140.7808126
tucson_2_F,chiricahua_1_F,132.1413916
tucson_3_F,chiricahua_1_F,134.0816531
tucson_4_F,chiricahua_1_F,143.1636364
huachuca_1_F,chiricahua_1_F,105.2443818
tucson_5_F,chiricahua_1_F,163.3371903
tucson_6_F,chiricahua_1_F,178.9445771
coronado,chiricahua_1_F,113.0017072
huachuca_2_F,chiricahua_1_F,106.0594113
huachuca_3_F,chiricahua_1_F,107.6200071
huachuca_4_F,chiricahua_1_F,117.9530004
organ_pipe,chiricahua_1_F,320.4295675
rincon,chiricahua_1_F,128.2576677
big_hatchet,chiricahua_1_F,98.09829249
silver_city_2_F,chiricahua_1_F,141.6177903
peloncillo_1_F,chiricahua_1_F,47.1109379
silver_city_1_F,chiricahua_1_F,135.6538122
silver_city_3_F,chiricahua_1_F,134.2137154
fort_huachuca,chiricahua_1_F,114.4621064
chiricahua_1_F,chiricahua_1_F,0
chiricahua_2_F,chiricahua_1_F,19.83465041
huachuca_5_F,chiricahua_1_F,109.1750123
silver_city_4_F,chiricahua_1_F,116.721776
cdmx_1_F,chiricahua_1_F,1400.171323
cdmx_3_F,chiricahua_1_F,1417.417899
cdmx_2_F,chiricahua_1_F,1416.461204
azedon,chiricahua_1_F,877.2852481
carmen,chiricahua_1_F,685.7543348
chivato,chiricahua_1_F,884.7909878
gitana,chiricahua_1_F,884.1009349
la_capilla,chiricahua_1_F,929.5222992
las_cuevas,chiricahua_1_F,939.4802936
pinacate,chiricahua_1_F,392.2065296
juxtlahuaca,chiricahua_1_F,1912.647149
navachiste,chiricahua_1_F,722.11792
atoyac,chiricahua_1_F,1453.565289
mariana,chiricahua_1_F,301.2227584
organ_pipe_1_h2o,chiricahua_1_F,318.1687887
organ_pipe_2_h2o,chiricahua_1_F,333.7591303
organ_pipe_satellite,chiricahua_1_F,330.2063172
organ_pipe_3_h2o,chiricahua_1_F,316.4481625
don_panchito,chiricahua_1_F,1445.98216
tucson_1_F,chiricahua_2_F,158.3830683
tucson_2_F,chiricahua_2_F,148.9004081
tucson_3_F,chiricahua_2_F,151.7469594
tucson_4_F,chiricahua_2_F,160.6609013
huachuca_1_F,chiricahua_2_F,110.3212277
tucson_5_F,chiricahua_2_F,180.2882013
tucson_6_F,chiricahua_2_F,196.3322337
coronado,chiricahua_2_F,117.2213011
huachuca_2_F,chiricahua_2_F,111.8312203
huachuca_3_F,chiricahua_2_F,111.8871693
huachuca_4_F,chiricahua_2_F,127.4564825
organ_pipe,chiricahua_2_F,335.8348236
rincon,chiricahua_2_F,144.9649129
big_hatchet,chiricahua_2_F,79.51166232
silver_city_2_F,chiricahua_2_F,140.9112398
peloncillo_1_F,chiricahua_2_F,27.31194535
silver_city_1_F,chiricahua_2_F,135.3991497
silver_city_3_F,chiricahua_2_F,133.6847637
fort_huachuca,chiricahua_2_F,123.1320773
chiricahua_1_F,chiricahua_2_F,19.83465041
chiricahua_2_F,chiricahua_2_F,0
huachuca_5_F,chiricahua_2_F,115.2303791
silver_city_4_F,chiricahua_2_F,114.0619124
cdmx_1_F,chiricahua_2_F,1388.778264
cdmx_3_F,chiricahua_2_F,1406.136954
cdmx_2_F,chiricahua_2_F,1405.092824
azedon,chiricahua_2_F,865.0675094
carmen,chiricahua_2_F,676.7746718
chivato,chiricahua_2_F,872.6754417
gitana,chiricahua_2_F,871.978927
la_capilla,chiricahua_2_F,916.6310954
las_cuevas,chiricahua_2_F,926.6187885
pinacate,chiricahua_2_F,405.848898
juxtlahuaca,chiricahua_2_F,1893.267416
navachiste,chiricahua_2_F,708.1962817
atoyac,chiricahua_2_F,1435.195637
mariana,chiricahua_2_F,296.6389675
organ_pipe_1_h2o,chiricahua_2_F,333.2501386
organ_pipe_2_h2o,chiricahua_2_F,348.8464988
organ_pipe_satellite,chiricahua_2_F,344.9227607
organ_pipe_3_h2o,chiricahua_2_F,331.6856258
don_panchito,chiricahua_2_F,1428.653828
tucson_1_F,huachuca_5_F,105.4324969
tucson_2_F,huachuca_5_F,90.13819512
tucson_3_F,huachuca_5_F,101.9000873
tucson_4_F,huachuca_5_F,105.7242322
huachuca_1_F,huachuca_5_F,7.184064183
tucson_5_F,huachuca_5_F,113.9043335
tucson_6_F,huachuca_5_F,131.2406308
coronado,huachuca_5_F,11.2722746
huachuca_2_F,huachuca_5_F,3.664528777
huachuca_3_F,huachuca_5_F,10.64681771
huachuca_4_F,huachuca_5_F,24.55378871
organ_pipe,huachuca_5_F,242.2690477
rincon,huachuca_5_F,87.28738387
big_hatchet,huachuca_5_F,180.6467058
silver_city_2_F,huachuca_5_F,250.3558634
peloncillo_1_F,huachuca_5_F,129.9491701
silver_city_1_F,huachuca_5_F,244.2464044
silver_city_3_F,huachuca_5_F,242.9248564
fort_huachuca,huachuca_5_F,17.67229274
chiricahua_1_F,huachuca_5_F,109.1750123
chiricahua_2_F,huachuca_5_F,115.2303791
huachuca_5_F,huachuca_5_F,0
silver_city_4_F,huachuca_5_F,225.8959244
cdmx_1_F,huachuca_5_F,1329.954329
cdmx_3_F,huachuca_5_F,1346.576321
cdmx_2_F,huachuca_5_F,1346.078191
azedon,huachuca_5_F,813.6517356
carmen,huachuca_5_F,606.9305471
chivato,huachuca_5_F,820.5150463
gitana,huachuca_5_F,819.8667671
la_capilla,huachuca_5_F,869.6183619
las_cuevas,huachuca_5_F,879.3331086
pinacate,huachuca_5_F,302.0444032
juxtlahuaca,huachuca_5_F,1916.898149
navachiste,huachuca_5_F,670.6932637
atoyac,huachuca_5_F,1440.205701
mariana,huachuca_5_F,211.2453806
organ_pipe_1_h2o,huachuca_5_F,237.8377713
organ_pipe_2_h2o,huachuca_5_F,253.0161724
organ_pipe_satellite,huachuca_5_F,247.1672422
organ_pipe_3_h2o,huachuca_5_F,237.2378431
don_panchito,huachuca_5_F,1419.620648
tucson_1_F,silver_city_4_F,235.27338
tucson_2_F,silver_city_4_F,231.7169092
tucson_3_F,silver_city_4_F,228.7630866
tucson_4_F,silver_city_4_F,238.0898336
huachuca_1_F,silver_city_4_F,221.895374
tucson_5_F,silver_city_4_F,259.900545
tucson_6_F,silver_city_4_F,272.0942771
coronado,silver_city_4_F,229.4911363
huachuca_2_F,silver_city_4_F,222.776918
huachuca_3_F,silver_city_4_F,224.1064915
huachuca_4_F,silver_city_4_F,233.4071383
organ_pipe,silver_city_4_F,419.2912935
rincon,silver_city_4_F,228.3533469
big_hatchet,silver_city_4_F,107.2235398
silver_city_2_F,silver_city_4_F,28.85534566
peloncillo_1_F,silver_city_4_F,113.8574957
silver_city_1_F,silver_city_4_F,25.28086608
silver_city_3_F,silver_city_4_F,22.93679619
fort_huachuca,silver_city_4_F,230.476159
chiricahua_1_F,silver_city_4_F,116.721776
chiricahua_2_F,silver_city_4_F,114.0619124
huachuca_5_F,silver_city_4_F,225.8959244
silver_city_4_F,silver_city_4_F,0
cdmx_1_F,silver_city_4_F,1480.847619
cdmx_3_F,silver_city_4_F,1498.631664
cdmx_2_F,silver_city_4_F,1497.239061
azedon,silver_city_4_F,954.8910833
carmen,silver_city_4_F,778.5210437
chivato,silver_city_4_F,962.9089708
gitana,silver_city_4_F,962.1874483
la_capilla,silver_city_4_F,1003.22011
las_cuevas,silver_city_4_F,1013.312239
pinacate,silver_city_4_F,496.8459726
juxtlahuaca,silver_city_4_F,1915.425348
navachiste,silver_city_4_F,790.6365337
atoyac,silver_city_4_F,1477.144728
mariana,silver_city_4_F,408.1398124
organ_pipe_1_h2o,silver_city_4_F,418.4538225
organ_pipe_2_h2o,silver_city_4_F,433.7687662
organ_pipe_satellite,silver_city_4_F,431.7590404
organ_pipe_3_h2o,silver_city_4_F,416.1081322
don_panchito,silver_city_4_F,1483.02707
tucson_1_F,cdmx_1_F,1422.009007
tucson_2_F,cdmx_1_F,1408.171534
tucson_3_F,cdmx_1_F,1421.436192
tucson_4_F,cdmx_1_F,1420.875802
huachuca_1_F,cdmx_1_F,1327.87621
tucson_5_F,cdmx_1_F,1416.125271
tucson_6_F,cdmx_1_F,1427.16768
coronado,cdmx_1_F,1319.450468
huachuca_2_F,cdmx_1_F,1330.407139
huachuca_3_F,cdmx_1_F,1323.057048
huachuca_4_F,cdmx_1_F,1344.765799
organ_pipe,cdmx_1_F,1409.627211
rincon,cdmx_1_F,1406.956881
big_hatchet,cdmx_1_F,1374.508719
silver_city_2_F,cdmx_1_F,1509.194701
peloncillo_1_F,cdmx_1_F,1375.233086
silver_city_1_F,cdmx_1_F,1506.125952
silver_city_3_F,cdmx_1_F,1503.78205
fort_huachuca,cdmx_1_F,1341.071627
chiricahua_1_F,cdmx_1_F,1400.171323
chiricahua_2_F,cdmx_1_F,1388.778264
huachuca_5_F,cdmx_1_F,1329.954329
silver_city_4_F,cdmx_1_F,1480.847619
cdmx_1_F,cdmx_1_F,0
cdmx_3_F,cdmx_1_F,19.78150211
cdmx_2_F,cdmx_1_F,16.43894453
azedon,cdmx_1_F,526.3806462
carmen,cdmx_1_F,726.4273375
chivato,cdmx_1_F,518.1551015
gitana,cdmx_1_F,518.8870024
la_capilla,cdmx_1_F,483.5947288
las_cuevas,cdmx_1_F,473.5038425
pinacate,cdmx_1_F,1371.072036
juxtlahuaca,cdmx_1_F,1278.903229
navachiste,cdmx_1_F,699.1048934
atoyac,cdmx_1_F,796.4491982
mariana,cdmx_1_F,1122.187849
organ_pipe_1_h2o,cdmx_1_F,1401.022474
organ_pipe_2_h2o,cdmx_1_F,1403.3547
organ_pipe_satellite,cdmx_1_F,1393.336538
organ_pipe_3_h2o,cdmx_1_F,1404.717527
don_panchito,cdmx_1_F,629.2680533
tucson_1_F,cdmx_3_F,1438.214736
tucson_2_F,cdmx_3_F,1424.430317
tucson_3_F,cdmx_3_F,1437.695547
tucson_4_F,cdmx_3_F,1437.060256
huachuca_1_F,cdmx_3_F,1344.553608
tucson_5_F,cdmx_3_F,1432.13668
tucson_6_F,cdmx_3_F,1443.064714
coronado,cdmx_3_F,1336.105876
huachuca_2_F,cdmx_3_F,1347.058407
huachuca_3_F,cdmx_3_F,1339.744596
huachuca_4_F,cdmx_3_F,1361.228263
organ_pipe,cdmx_3_F,1424.223252
rincon,cdmx_3_F,1423.245975
big_hatchet,cdmx_3_F,1392.377489
silver_city_2_F,cdmx_3_F,1527.009505
peloncillo_1_F,cdmx_3_F,1392.752576
silver_city_1_F,cdmx_3_F,1523.907486
silver_city_3_F,cdmx_3_F,1521.567625
fort_huachuca,cdmx_3_F,1357.581915
chiricahua_1_F,cdmx_3_F,1417.417899
chiricahua_2_F,cdmx_3_F,1406.136954
huachuca_5_F,cdmx_3_F,1346.576321
silver_city_4_F,cdmx_3_F,1498.631664
cdmx_1_F,cdmx_3_F,19.78150211
cdmx_3_F,cdmx_3_F,0
cdmx_2_F,cdmx_3_F,7.582078349
azedon,cdmx_3_F,544.4728705
carmen,cdmx_3_F,742.3582659
chivato,cdmx_3_F,536.1771627
gitana,cdmx_3_F,536.9132084
la_capilla,cdmx_3_F,502.3709093
las_cuevas,cdmx_3_F,492.2932658
pinacate,cdmx_3_F,1384.916098
juxtlahuaca,cdmx_3_F,1288.337291
navachiste,cdmx_3_F,717.7884427
atoyac,cdmx_3_F,809.7529573
mariana,cdmx_3_F,1138.475341
organ_pipe_1_h2o,cdmx_3_F,1415.630052
organ_pipe_2_h2o,cdmx_3_F,1417.814134
organ_pipe_satellite,cdmx_3_F,1407.820174
organ_pipe_3_h2o,cdmx_3_F,1419.345699
don_panchito,cdmx_3_F,641.6307324
tucson_1_F,cdmx_2_F,1438.001287
tucson_2_F,cdmx_2_F,1424.181402
tucson_3_F,cdmx_2_F,1437.446343
tucson_4_F,cdmx_2_F,1436.860917
huachuca_1_F,cdmx_2_F,1344.01646
tucson_5_F,cdmx_2_F,1432.050793
tucson_6_F,cdmx_2_F,1443.05266
coronado,cdmx_2_F,1335.584187
huachuca_2_F,cdmx_2_F,1346.539708
huachuca_3_F,cdmx_2_F,1339.200237
huachuca_4_F,cdmx_2_F,1360.840907
organ_pipe,cdmx_2_F,1424.990035
rincon,cdmx_2_F,1422.976741
big_hatchet,cdmx_2_F,1390.911494
silver_city_2_F,cdmx_2_F,1525.590548
peloncillo_1_F,cdmx_2_F,1391.579955
silver_city_1_F,cdmx_2_F,1522.517084
silver_city_3_F,cdmx_2_F,1520.173761
fort_huachuca,cdmx_2_F,1357.161604
chiricahua_1_F,cdmx_2_F,1416.461204
chiricahua_2_F,cdmx_2_F,1405.092824
huachuca_5_F,cdmx_2_F,1346.078191
silver_city_4_F,cdmx_2_F,1497.239061
cdmx_1_F,cdmx_2_F,16.43894453
cdmx_3_F,cdmx_2_F,7.582078349
cdmx_2_F,cdmx_2_F,0
azedon,cdmx_2_F,542.8040795
carmen,cdmx_2_F,742.3138504
chivato,cdmx_2_F,534.5716104
gitana,cdmx_2_F,535.3039546
la_capilla,cdmx_2_F,500.0112396
las_cuevas,cdmx_2_F,489.918614
pinacate,cdmx_2_F,1386.091579
juxtlahuaca,cdmx_2_F,1280.823342
navachiste,cdmx_2_F,715.5307742
atoyac,cdmx_2_F,802.2163661
mariana,cdmx_2_F,1138.204671
organ_pipe_1_h2o,cdmx_2_F,1416.390252
organ_pipe_2_h2o,cdmx_2_F,1418.65715
organ_pipe_satellite,cdmx_2_F,1408.649623
organ_pipe_3_h2o,cdmx_2_F,1420.094345
don_panchito,cdmx_2_F,634.0580742
tucson_1_F,azedon,910.5839317
tucson_2_F,azedon,896.1108442
tucson_3_F,azedon,909.2842466
tucson_4_F,azedon,909.7515197
huachuca_1_F,azedon,810.9139897
tucson_5_F,azedon,907.4951154
tucson_6_F,azedon,920.1399795
coronado,azedon,802.7959699
huachuca_2_F,azedon,813.7460912
huachuca_3_F,azedon,805.9976955
huachuca_4_F,azedon,830.3930163
organ_pipe,azedon,925.1098826
rincon,azedon,894.4941255
big_hatchet,azedon,848.3450016
silver_city_2_F,azedon,983.1446118
peloncillo_1_F,azedon,850.5003854
silver_city_1_F,azedon,980.1717902
silver_city_3_F,azedon,977.8161662
fort_huachuca,azedon,826.1047541
chiricahua_1_F,azedon,877.2852481
chiricahua_2_F,azedon,865.0675094
huachuca_5_F,azedon,813.6517356
silver_city_4_F,azedon,954.8910833
cdmx_1_F,azedon,526.3806462
cdmx_3_F,azedon,544.4728705
cdmx_2_F,azedon,542.8040795
azedon,azedon,0
carmen,azedon,241.2171206
chivato,azedon,9.459625362
gitana,azedon,8.689553913
la_capilla,azedon,65.04504729
las_cuevas,azedon,72.42792837
pinacate,azedon,902.3454505
juxtlahuaca,azedon,1348.799792
navachiste,azedon,180.1349951
atoyac,azedon,811.487679
mariana,azedon,612.34426
organ_pipe_1_h2o,azedon,916.4354606
organ_pipe_2_h2o,azedon,921.5671567
organ_pipe_satellite,azedon,911.2668263
organ_pipe_3_h2o,azedon,919.6755108
don_panchito,azedon,717.8398329
tucson_1_F,carmen,696.1546368
tucson_2_F,carmen,682.5334769
tucson_3_F,carmen,695.794573
tucson_4_F,carmen,694.947017
huachuca_1_F,carmen,605.4204467
tucson_5_F,carmen,689.7852369
tucson_6_F,carmen,700.7411737
coronado,carmen,596.792116
huachuca_2_F,carmen,607.6727179
huachuca_3_F,carmen,600.7257243
huachuca_4_F,carmen,620.3586408
organ_pipe,carmen,691.0335187
rincon,carmen,681.4561756
big_hatchet,carmen,676.7435173
silver_city_2_F,carmen,807.3728768
peloncillo_1_F,carmen,667.1745861
silver_city_1_F,carmen,803.3696716
silver_city_3_F,carmen,801.1753266
fort_huachuca,carmen,617.0354864
chiricahua_1_F,carmen,685.7543348
chiricahua_2_F,carmen,676.7746718
huachuca_5_F,carmen,606.9305471
silver_city_4_F,carmen,778.5210437
cdmx_1_F,carmen,726.4273375
cdmx_3_F,carmen,742.3582659
cdmx_2_F,carmen,742.3138504
azedon,carmen,241.2171206
carmen,carmen,0
chivato,carmen,244.6061636
gitana,carmen,244.2003013
la_capilla,carmen,306.0313866
las_cuevas,carmen,313.6439296
pinacate,carmen,663.4909059
juxtlahuaca,carmen,1561.348634
navachiste,carmen,216.5314823
atoyac,carmen,1029.516949
mariana,carmen,396.9501016
organ_pipe_1_h2o,carmen,682.3526603
organ_pipe_2_h2o,carmen,686.4289704
organ_pipe_satellite,carmen,676.1893647
organ_pipe_3_h2o,carmen,685.7921784
don_panchito,carmen,950.4322996
tucson_1_F,chivato,917.1229806
tucson_2_F,chivato,902.6881349
tucson_3_F,chivato,915.8728883
tucson_4_F,chivato,916.2697725
huachuca_1_F,chivato,817.8303096
tucson_5_F,chivato,913.8477303
tucson_6_F,chivato,926.396755
coronado,chivato,809.6839972
huachuca_2_F,chivato,820.6385946
huachuca_3_F,chivato,812.920365
huachuca_4_F,chivato,837.1120942
organ_pipe,chivato,930.1570724
rincon,chivato,901.0989322
big_hatchet,chivato,856.4308158
silver_city_2_F,chivato,991.1923443
peloncillo_1_F,chivato,858.2570505
silver_city_1_F,chivato,988.189803
silver_city_3_F,chivato,985.8375493
fort_huachuca,chivato,832.867435
chiricahua_1_F,chivato,884.7909878
chiricahua_2_F,chivato,872.6754417
huachuca_5_F,chivato,820.5150463
silver_city_4_F,chivato,962.9089708
cdmx_1_F,chivato,518.1551015
cdmx_3_F,chivato,536.1771627
cdmx_2_F,chivato,534.5716104
azedon,chivato,9.459625362
carmen,chivato,244.6061636
chivato,chivato,0
gitana,chivato,0.781358393
la_capilla,chivato,63.34049765
las_cuevas,chivato,69.71094717
pinacate,chivato,906.6539381
juxtlahuaca,chivato,1350.56575
navachiste,chivato,189.45061
atoyac,chivato,812.9859858
mariana,chivato,618.6007944
organ_pipe_1_h2o,chivato,921.4794436
organ_pipe_2_h2o,chivato,926.4819391
organ_pipe_satellite,chivato,916.1867312
organ_pipe_3_h2o,chivato,924.7438709
don_panchito,chivato,717.5352997
tucson_1_F,gitana,916.4967596
tucson_2_F,gitana,902.0592848
tucson_3_F,gitana,915.2432904
tucson_4_F,gitana,915.6449678
huachuca_1_F,gitana,817.178493
tucson_5_F,gitana,913.234272
tucson_6_F,gitana,925.7899335
coronado,gitana,809.0340478
huachuca_2_F,gitana,819.9883689
huachuca_3_F,gitana,812.2681165
huachuca_4_F,gitana,836.4735214
organ_pipe,gitana,929.6361287
rincon,gitana,900.4682099
big_hatchet,gitana,855.7051855
silver_city_2_F,gitana,990.4690706
peloncillo_1_F,gitana,857.5512657
silver_city_1_F,gitana,987.468292
silver_city_3_F,gitana,985.1158361
fort_huachuca,gitana,832.2259199
chiricahua_1_F,gitana,884.1009349
chiricahua_2_F,gitana,871.978927
huachuca_5_F,gitana,819.8667671
silver_city_4_F,gitana,962.1874483
cdmx_1_F,gitana,518.8870024
cdmx_3_F,gitana,536.9132084
cdmx_2_F,gitana,535.3039546
azedon,gitana,8.689553913
carmen,gitana,244.2003013
chivato,gitana,0.781358393
gitana,gitana,0
la_capilla,gitana,63.55426621
las_cuevas,gitana,70.01170184
pinacate,gitana,906.1871895
juxtlahuaca,gitana,1350.543987
navachiste,gitana,188.6692724
atoyac,gitana,812.9849991
mariana,gitana,617.9931091
organ_pipe_1_h2o,gitana,920.9587107
organ_pipe_2_h2o,gitana,925.9706213
organ_pipe_satellite,gitana,915.6750128
organ_pipe_3_h2o,gitana,924.2213768
don_panchito,gitana,717.6822568
tucson_1_F,la_capilla,967.9803215
tucson_2_F,la_capilla,953.3490992
tucson_3_F,la_capilla,966.4631744
tucson_4_F,la_capilla,967.238697
huachuca_1_F,la_capilla,866.6181731
tucson_5_F,la_capilla,965.6756182
tucson_6_F,la_capilla,978.6926456
coronado,la_capilla,858.6501578
huachuca_2_F,la_capilla,869.567372
huachuca_3_F,la_capilla,861.6745303
huachuca_4_F,la_capilla,887.0375149
organ_pipe,la_capilla,987.3399522
rincon,la_capilla,951.6111371
big_hatchet,la_capilla,896.2223523
silver_city_2_F,la_capilla,1031.187044
peloncillo_1_F,la_capilla,901.0212874
silver_city_1_F,la_capilla,1028.472268
silver_city_3_F,la_capilla,1026.090455
fort_huachuca,la_capilla,882.5477433
chiricahua_1_F,la_capilla,929.5222992
chiricahua_2_F,la_capilla,916.6310954
huachuca_5_F,la_capilla,869.6183619
silver_city_4_F,la_capilla,1003.22011
cdmx_1_F,la_capilla,483.5947288
cdmx_3_F,la_capilla,502.3709093
cdmx_2_F,la_capilla,500.0112396
azedon,la_capilla,65.04504729
carmen,la_capilla,306.0313866
chivato,la_capilla,63.34049765
gitana,la_capilla,63.55426621
la_capilla,la_capilla,0
las_cuevas,la_capilla,10.13794798
pinacate,la_capilla,965.9917159
juxtlahuaca,la_capilla,1290.17495
navachiste,la_capilla,215.6381608
atoyac,la_capilla,752.182811
mariana,la_capilla,671.1504185
organ_pipe_1_h2o,la_capilla,978.6753661
organ_pipe_2_h2o,la_capilla,984.0927003
organ_pipe_satellite,la_capilla,973.78406
organ_pipe_3_h2o,la_capilla,981.8582823
don_panchito,la_capilla,654.4310676
tucson_1_F,las_cuevas,977.5664969
tucson_2_F,las_cuevas,962.9507975
tucson_3_F,las_cuevas,976.0715382
